listing_id,title,make,model,description,manufactured,original_reg_date,reg_date,type_of_vehicle,category,transmission,curb_weight,power,fuel_type,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,opc_scheme,lifespan,eco_category,features,accessories,indicative_price,price
1302300,2034,29,274,1524,2021.0,57,4036,1,178,0,1220.0,92.0,4,1498.0,1.0,14530.0,47001,684.0,42517.0,33000.0,23367.0,9714.0,2,1391,0,1304,11912,,113800.0
1293008,2106,29,653,527,2017.0,57,3084,7,185,0,1190.0,97.0,0,1496.0,1.0,14710.0,37000,682.0,20446.0,78000.0,19373.0,9373.0,2,1391,0,14561,9218,,61800.0
1303724,2108,29,653,12,2018.0,57,3481,7,178,0,1190.0,101.0,4,1496.0,1.0,14940.0,39889,682.0,32373.0,63000.0,23507.0,14910.0,2,1391,0,7743,9954,,86888.0
1318998,2040,29,546,9545,2006.0,57,438,4,39,0,1648.0,118.0,0,2354.0,2.0,12430.0,52660,2442.0,12624.0,138000.0,28619.0,31481.0,2,1391,0,13972,15215,,29800.0
1326621,5957,88,189,13671,2017.0,57,3070,8,178,0,1440.0,90.0,4,1797.0,1.0,16190.0,39903,974.0,21955.0,80000.0,28112.0,11357.0,2,1391,0,3394,4279,,64800.0
1307616,4554,54,204,12781,2017.0,57,4114,9,241,1,2360.0,111.0,0,2998.0,1.0,12420.0,34166,1107.0,26631.0,88000.0,36927.0,1847.0,2,1481,0,16387,2040,,96800.0
1321732,5134,65,122,18424,1985.0,57,65,6,45,1,1480.0,111.0,0,3164.0,5.0,69840.0,31933,1107.0,14540.0,84000.0,28480.0,25241.0,2,1391,0,6391,16017,,318000.0
1323910,1941,29,340,13437,2024.0,57,4684,1,142,0,1080.0,87.0,0,1496.0,1.0,13290.0,91001,682.0,82168.0,1.0,12489.0,12489.0,2,1391,0,16198,2040,,138800.0
1235485,49,4,127,5776,2020.0,57,4030,1,185,0,1200.0,85.0,0,999.0,1.0,15840.0,52709,392.0,58471.0,31000.0,23937.0,25512.0,2,1391,0,7289,2115,,130999.0
1304750,3831,51,221,12,2018.0,57,3127,7,185,0,1430.0,90.0,0,1595.0,2.0,17490.0,38001,740.0,41206.0,84000.0,32133.0,36987.0,2,1391,0,16329,2040,,89000.0
1332230,280,4,582,19608,2017.0,57,2799,8,235,0,2050.0,185.0,0,1984.0,1.0,31330.0,54405,1194.0,63297.0,109000.0,60804.0,81448.0,2,1391,0,4006,6478,,123800.0
1324434,570,8,48,18925,2012.0,57,1829,2,31,0,1405.0,100.0,0,1598.0,1.0,14030.0,85988,890.0,68790.0,79500.0,33869.0,23869.0,2,1391,0,2305,11251,,118800.0
1316941,6312,88,406,7117,2016.0,57,2647,8,185,0,1610.0,111.0,0,1986.0,2.0,17570.0,55501,1196.0,34496.0,112000.0,35527.0,36738.0,2,1391,0,4370,13317,,57800.0
1305617,6557,88,654,5246,2019.0,57,3491,4,189,0,1350.0,79.0,0,1496.0,2.0,14770.0,34001,682.0,32947.0,40427.0,19672.0,19672.0,2,1391,0,14206,12623,,88888.0
1293035,7143,92,713,13148,2015.0,57,2495,8,185,0,1689.0,155.0,0,1984.0,3.0,17590.0,46970,1194.0,30896.0,95721.0,34976.0,40967.0,2,1391,0,12851,1086,,51800.0
1284689,5045,62,79,5075,2021.0,57,3907,8,119,0,1430.0,96.0,0,1199.0,2.0,17110.0,48510,508.0,64136.0,48000.0,34418.0,40186.0,2,1391,0,35,4217,,140000.0
1260654,584,8,50,12983,2015.0,57,2451,2,185,0,1425.0,100.0,0,1499.0,3.0,17030.0,55089,684.0,25255.0,108888.0,30537.0,29752.0,2,1391,0,11192,5676,,42500.0
1260741,60,4,132,18271,2017.0,57,3015,2,185,0,1280.0,85.0,0,999.0,2.0,16350.0,41400,392.0,32293.0,86000.0,24698.0,26578.0,2,1391,0,97,4459,,72600.0
1279708,6993,92,442,16119,2015.0,57,2584,3,157,0,1417.0,90.0,0,1390.0,2.0,14890.0,53000,620.0,21632.0,97000.0,17516.0,17516.0,2,1391,0,16564,2040,,40000.0
1299127,6838,92,388,4203,2010.0,57,1200,1,10,0,1286.0,118.0,0,1390.0,6.0,12360.0,16438,930.0,2873.0,84000.0,25929.0,25929.0,2,1391,0,16561,6245,,10800.0
1330312,3002,52,414,16482,2020.0,57,3768,8,185,0,1563.0,119.0,0,1490.0,1.0,15640.0,45510,680.0,42956.0,52749.0,19188.0,19188.0,2,1391,0,10848,6227,,107777.0
1329100,740,8,68,17773,2023.0,57,4556,6,129,0,1690.0,135.0,0,1998.0,1.0,26830.0,106388,1210.0,145110.0,4134.0,58696.0,83523.0,2,1391,0,3823,4176,,293800.0
1306734,6341,88,408,14228,2022.0,57,4283,10,241,0,1680.0,111.0,3,1998.0,1.0,9910.0,42692,1107.0,36119.0,84000.0,23547.0,1178.0,2,1274,0,16528,2040,,83800.0
1232223,2782,43,595,172,2016.0,57,2684,8,195,0,1720.0,177.0,0,1999.0,1.0,22450.0,53001,1212.0,48222.0,85258.0,47615.0,58661.0,2,1391,0,4768,807,,84500.0
1326553,2199,31,140,586,2018.0,57,3197,3,119,0,1115.0,73.0,0,1368.0,1.0,12330.0,32699,608.0,19354.0,71000.0,8503.0,8503.0,2,1391,0,754,9779,,54800.0
1330310,3105,53,235,9358,2020.0,57,3678,6,180,0,1315.0,141.0,0,1998.0,3.0,19870.0,36502,1210.0,55520.0,29000.0,37875.0,45025.0,2,1391,0,4701,4357,,140888.0
1287356,795,8,83,1648,2020.0,57,3787,2,187,0,1610.0,137.0,4,1998.0,1.0,23480.0,49300,1210.0,78203.0,40000.0,49346.0,61085.0,2,1391,0,4239,5939,,184800.0
1313605,6557,88,654,15111,2020.0,57,3709,4,185,0,1350.0,79.0,0,1496.0,1.0,14510.0,37766,682.0,38265.0,100800.0,19828.0,19828.0,2,1391,0,14546,10717,,99800.0
1318514,6972,92,442,12943,2010.0,57,1309,3,36,0,1377.0,118.0,0,1390.0,5.0,11850.0,16095,868.0,3395.0,155000.0,22092.0,22092.0,2,1391,0,9321,15287,,12500.0
1332296,6271,88,313,3501,2009.0,57,1312,4,31,0,1730.0,125.0,0,2362.0,6.0,12790.0,34935,2293.0,21248.0,132500.0,34232.0,34232.0,2,1391,0,5337,8312,,77800.0
1252892,956,8,100,8812,2011.0,57,1454,6,39,0,1940.0,300.0,0,4395.0,5.0,18140.0,40714,6395.0,26670.0,117223.0,98634.0,98634.0,2,1391,0,8452,13609,,118800.0
1226806,3346,49,14,4194,2016.0,57,2612,2,119,0,1513.0,141.0,0,2488.0,1.0,14320.0,57390,1786.0,32041.0,95000.0,28927.0,32498.0,2,1391,0,16304,2040,,47800.0
1323900,4456,54,167,1284,2019.0,57,3458,3,185,0,940.0,59.0,0,1193.0,1.0,11280.0,31917,506.0,19962.0,85151.0,14399.0,5000.0,2,1391,0,9455,10335,,59800.0
1305077,5644,83,347,15613,2017.0,57,2823,8,185,0,1682.0,177.0,0,1998.0,1.0,15830.0,53001,1210.0,26460.0,85000.0,17986.0,17986.0,2,1391,0,4970,15700,,55800.0
1303830,2834,44,311,11494,2020.0,57,3600,2,180,0,1620.0,152.0,0,2487.0,1.0,22940.0,32801,1784.0,54969.0,38000.0,40126.0,48177.0,2,1391,0,12923,160,,155800.0
1307262,5477,68,643,17343,2019.0,57,3356,4,189,0,1501.0,81.0,0,1461.0,3.0,12860.0,29159,1048.0,24413.0,44000.0,23315.0,14641.0,2,1391,0,1377,7921,,69777.0
1330099,529,8,26,12099,2021.0,57,3987,2,189,0,1375.0,100.0,0,1499.0,2.0,16810.0,70002,684.0,80743.0,26600.0,35415.0,41581.0,2,1391,0,16095,2558,,139800.0
1305445,7244,93,774,7793,2017.0,57,2982,8,148,0,1919.0,235.0,0,1969.0,4.0,30550.0,49000,1176.0,57591.0,101000.0,50126.0,62227.0,2,1391,0,4250,13222,,138000.0
1303789,3816,51,157,2708,2015.0,57,2454,2,119,0,1430.0,90.0,0,1595.0,1.0,24770.0,54301,740.0,22738.0,133000.0,27320.0,25248.0,2,1391,0,13452,2207,,53000.0
1113548,6761,88,791,4757,2021.0,57,4112,8,180,0,1120.0,88.0,0,1490.0,1.0,14280.0,57599,680.0,50516.0,200.0,21811.0,7536.0,2,1391,0,11935,16239,,115000.0
1289736,1872,29,220,4973,2021.0,57,3895,6,185,1,1433.0,235.0,0,1996.0,1.0,27270.0,46790,1208.0,75876.0,53800.0,46930.0,57702.0,2,1391,0,11839,11199,,218888.0
1303056,2179,29,746,16424,2016.0,57,3038,8,194,0,1190.0,96.0,0,1496.0,1.0,15250.0,36810,682.0,21675.0,69000.0,21659.0,12323.0,2,1391,0,1693,9593,,62800.0
1307876,2445,36,417,8299,2018.0,57,3797,8,190,0,2208.0,294.0,2,1797.0,1.0,29120.0,51900,4086.0,104077.0,21550.0,86710.0,93078.0,2,1391,0,9849,11417,,238800.0
1325019,2579,39,215,12,2009.0,57,1122,6,36,0,1232.0,92.0,0,1591.0,6.0,12670.0,26175,1107.0,12356.0,84000.0,15642.0,15642.0,2,1391,0,16250,2040,,59800.0
1134993,1186,8,770,12,2014.0,57,2346,8,119,0,2030.0,225.0,0,2979.0,2.0,37360.0,60101,2362.0,52851.0,88188.0,61676.0,83017.0,2,1391,0,13070,8343,,87777.0
1312662,3600,51,177,15219,2013.0,57,1911,1,36,0,1425.0,115.0,0,1595.0,4.0,13920.0,48953,814.0,39243.0,133000.0,25714.0,18000.0,2,1391,0,3098,11089,,55800.0
1323954,219,4,137,4238,2021.0,57,3958,2,187,0,1680.0,140.0,4,1984.0,1.0,22520.0,61001,1194.0,80923.0,40000.0,41910.0,50674.0,2,1391,0,7084,2768,,183800.0
1326780,2272,31,298,12,2016.0,57,2756,3,119,0,1345.0,93.0,0,1591.0,2.0,12480.0,49430,738.0,20848.0,77500.0,13823.0,13823.0,2,1391,0,13318,11919,,38600.0
1325969,6196,88,313,347,2015.0,57,2361,4,185,0,1740.0,125.0,0,2362.0,1.0,18040.0,62140,1638.0,24827.0,177500.0,28693.0,32171.0,2,1391,0,12897,4588,,36800.0
1330613,1142,8,767,14156,2019.0,57,3402,8,157,0,1660.0,135.0,0,1998.0,1.0,23080.0,35906,1210.0,51798.0,65700.0,40922.0,49291.0,2,1391,0,5201,3515,,135800.0
1306704,2177,29,746,12,2015.0,57,2578,8,119,0,1190.0,96.0,0,1496.0,1.0,15400.0,52301,682.0,17802.0,84000.0,21120.0,11568.0,2,1391,0,1191,8885,,37800.0
1322472,1597,24,519,4183,2021.0,57,4135,6,169,0,1849.0,338.0,0,5038.0,1.0,31230.0,90002,5574.0,169956.0,84000.0,88178.0,133992.0,2,1391,0,8896,2040,,308000.0
1287197,6492,88,573,13663,2018.0,57,3122,1,178,0,1120.0,74.0,4,1497.0,2.0,15360.0,36426,684.0,26013.0,67200.0,24482.0,16275.0,2,1391,0,1327,4912,,69800.0
1178717,3536,51,133,4423,2019.0,57,4099,6,189,0,1555.0,225.0,0,1991.0,1.0,26830.0,98890,1202.0,113550.0,5000.0,51366.0,64459.0,2,1391,0,12726,11456,,239800.0
1300471,1593,24,513,12474,2016.0,57,2753,7,185,0,1695.0,177.0,0,1999.0,2.0,15070.0,50621,1212.0,32905.0,114303.0,28591.0,32028.0,2,1391,0,5836,488,,56800.0
1294694,1578,24,346,14319,2010.0,57,1209,6,43,1,1467.0,224.0,0,2521.0,6.0,15450.0,33568,2736.0,19874.0,150000.0,36283.0,36283.0,2,1391,0,5693,13023,,91500.0
1332098,2937,44,600,2049,2015.0,57,2542,6,189,0,1860.0,351.0,0,4969.0,1.0,35490.0,49000,5466.0,85960.0,33500.0,93813.0,140864.0,2,1391,0,7312,1119,,131888.0
1326694,6360,88,408,6310,2018.0,57,3122,10,241,1,1700.0,111.0,0,2982.0,1.0,14530.0,16317,1107.0,6268.0,84000.0,28138.0,1407.0,2,754,0,16527,2040,,55800.0
1296158,833,8,84,10185,2010.0,57,1349,2,10,0,1650.0,150.0,0,2497.0,6.0,16800.0,20007,2514.0,5854.0,178600.0,39742.0,39742.0,2,1391,0,13554,16409,,24585.0
1257993,2683,42,170,12317,2012.0,57,1731,6,55,0,1690.0,515.0,0,6498.0,5.0,81080.0,88862,9427.0,70018.0,7888.0,441583.0,441583.0,2,1391,0,11435,15995,,638888.0
1317656,5392,65,557,3164,2010.0,57,1390,6,39,0,1760.0,300.0,0,3605.0,6.0,17990.0,40014,4665.0,25532.0,119000.0,104449.0,104449.0,2,1391,0,6501,11651,,114800.0
1323099,4991,59,395,12319,2020.0,57,3756,8,185,0,1320.0,96.0,0,1199.0,1.0,12690.0,37690,508.0,38712.0,74000.0,27156.0,20019.0,2,1391,0,7628,9852,,89777.0
1330038,3563,51,157,18693,2019.0,57,3472,6,224,0,2120.0,470.0,0,3982.0,3.0,61800.0,38602,3922.0,254973.0,38800.0,189939.0,313891.0,2,1391,0,7108,11164,,470000.0
1250104,6812,92,388,8567,2017.0,57,3057,1,185,0,1257.0,81.0,0,999.0,2.0,15710.0,38000,392.0,26486.0,85000.0,18644.0,18644.0,2,1391,0,9684,273,,68700.0
1176246,2683,42,170,15659,2012.0,57,1820,6,39,0,1690.0,515.0,0,6498.0,6.0,80970.0,88862,9427.0,70018.0,30000.0,453424.0,453424.0,2,1391,0,11439,6498,,638000.0
1321996,1414,14,183,18301,2007.0,57,485,10,10,1,1220.0,111.0,0,1560.0,5.0,6950.0,23008,1107.0,12506.0,84000.0,18972.0,25241.0,2,18,0,9186,11178,,18900.0
1290421,1347,6,234,6709,2019.0,57,4080,6,185,0,2414.0,467.0,0,5950.0,1.0,73140.0,88000,7000.0,287461.0,44000.0,155212.0,251382.0,2,1391,0,16616,7020,,686800.0
1258034,4735,57,504,12807,1961.0,57,1,5,57,0,1480.0,111.0,0,948.0,4.0,9360.0,3288,1107.0,1932.0,84000.0,28480.0,25241.0,2,1391,0,16527,1972,,55000.0
1331740,5919,88,152,6981,2007.0,57,492,4,31,0,1910.0,162.0,0,2994.0,4.0,11950.0,54088,3570.0,14937.0,170000.0,42496.0,46746.0,2,1391,0,16527,2040,,33000.0
1245627,1343,6,234,13817,2019.0,57,3767,6,224,0,2410.0,404.0,0,3996.0,1.0,89430.0,41503,3944.0,337962.0,12983.0,246156.0,415081.0,2,1391,0,11411,7169,,788000.0
1315911,6867,92,388,17212,2015.0,57,2330,1,185,0,1249.0,90.0,0,1395.0,4.0,17290.0,56209,624.0,13694.0,114000.0,22642.0,13699.0,2,1391,0,663,2428,,25800.0
1122240,1812,29,220,4993,2017.0,57,2987,1,189,1,1403.0,134.0,0,1498.0,2.0,24460.0,54334,684.0,36989.0,60000.0,29207.0,27890.0,2,1391,0,15424,2678,,100000.0
1307785,3949,51,284,11041,2009.0,57,1095,2,36,0,1615.0,135.0,0,1796.0,3.0,12040.0,37502,1461.0,20179.0,150300.0,51194.0,51194.0,2,1391,0,13459,4632,,64800.0
1330717,2102,29,653,12,2018.0,57,3103,7,119,0,1130.0,97.0,0,1496.0,2.0,13480.0,37000,682.0,19697.0,86000.0,19078.0,9078.0,2,1391,0,16212,2040,,54800.0
1316132,4890,58,584,12860,2015.0,57,2474,8,185,0,1285.0,85.0,0,1197.0,1.0,12970.0,43000,508.0,14386.0,114000.0,18454.0,13454.0,2,1391,0,285,5835,,27800.0
1244990,5460,68,448,2789,2016.0,57,2702,8,119,0,1421.0,81.0,0,1461.0,1.0,13600.0,48000,1048.0,19942.0,84000.0,25781.0,13094.0,2,1391,0,983,13626,,40800.0
1314941,511,8,24,11475,2023.0,57,4505,1,120,0,1470.0,90.0,0,1499.0,1.0,17640.0,106000,684.0,111784.0,11000.0,31413.0,35979.0,2,1391,0,8357,9395,,182000.0
1158559,2979,45,64,11621,2000.0,74,317,6,69,0,701.0,133.0,0,1796.0,3.0,15850.0,60519,1461.0,28968.0,84000.0,60713.0,66785.0,2,1391,0,16527,2040,,1200000.0
1321275,6360,88,408,17272,2020.0,57,3687,10,0,1,1700.0,111.0,0,2982.0,3.0,12870.0,16150,1107.0,9761.0,84000.0,28138.0,1407.0,2,1012,0,16527,2040,,77800.0
1209488,412,4,725,16839,2010.0,57,1453,6,11,0,1315.0,147.0,0,1984.0,4.0,14290.0,34935,1672.0,22004.0,160000.0,52880.0,52880.0,2,1391,0,16078,16276,,90000.0
1325797,3919,51,284,12102,2016.0,57,2728,2,189,0,1605.0,135.0,0,1991.0,2.0,22440.0,56410,1202.0,54545.0,73942.0,53238.0,67829.0,2,1391,0,8810,2040,,89000.0
1286621,5363,65,491,3602,2016.0,57,2722,8,119,0,1955.0,190.0,0,2967.0,4.0,33130.0,53106,3336.0,72480.0,80000.0,69922.0,97860.0,2,1391,0,6087,13074,,134788.0
1331044,6312,88,406,9522,2015.0,57,2499,8,185,0,1610.0,111.0,0,1986.0,2.0,15460.0,47604,1196.0,25556.0,90000.0,32718.0,32806.0,2,1391,0,4020,13317,,40800.0
1245724,4242,88,157,63,2020.0,57,3867,8,187,0,1805.0,200.0,4,1991.0,1.0,30130.0,51900,1202.0,88292.0,48000.0,55488.0,71879.0,2,1391,0,12806,8096,,242800.0
1298662,1115,8,763,1750,2017.0,57,2799,8,185,0,1430.0,100.0,0,1499.0,1.0,18020.0,54406,684.0,33725.0,116228.0,30855.0,30197.0,2,1391,0,13912,660,,66800.0
1319724,47,4,127,12,2016.0,57,2493,1,189,0,1165.0,70.0,0,999.0,2.0,12690.0,45504,392.0,10990.0,79000.0,21165.0,6631.0,2,1391,0,77,16921,,23800.0
1277409,6407,88,409,5578,2023.0,57,4584,9,8,0,2140.0,111.0,0,2755.0,1.0,20760.0,72001,1107.0,70048.0,88.0,15077.0,15077.0,2,1377,0,11776,16247,,201988.0
1317031,6633,88,748,6936,2018.0,57,3247,3,235,0,1085.0,79.0,0,1496.0,3.0,13030.0,28000,682.0,21875.0,62000.0,13781.0,13781.0,2,1391,0,1551,15319,,63800.0
1306837,6311,88,406,15653,2015.0,57,2389,8,194,0,1610.0,111.0,0,1986.0,2.0,17930.0,58190,1196.0,24319.0,120203.0,30288.0,29404.0,2,1391,0,4371,12848,,39800.0
1238299,2458,36,776,11045,2016.0,57,2614,2,157,0,1706.0,250.0,0,2995.0,3.0,35790.0,56500,2380.0,49649.0,93000.0,49967.0,61954.0,2,1391,0,13177,1765,,110000.0
1259088,4746,58,151,14420,2016.0,57,2702,3,180,0,1040.0,73.0,0,1498.0,1.0,13990.0,48000,684.0,20824.0,73743.0,14565.0,14565.0,2,1391,0,7082,12501,,42500.0
1291952,2907,44,436,12,2012.0,57,1656,6,43,0,1730.0,153.0,0,2500.0,4.0,16570.0,80583,2340.0,62148.0,136000.0,53007.0,53007.0,2,1391,0,9891,16003,,127800.0
1320114,3705,51,191,12,2009.0,57,1114,2,43,0,1500.0,115.0,0,1597.0,6.0,11650.0,32416,1113.0,17203.0,84000.0,36973.0,36973.0,2,1391,0,3287,2409,,61800.0
1323970,5603,78,545,12244,2018.0,57,3268,3,119,0,1577.0,180.0,0,1984.0,3.0,17970.0,31302,1194.0,33827.0,99000.0,26300.0,28820.0,2,1391,0,3887,14217,,92788.0
1327927,1935,29,340,12838,2018.0,57,3120,1,185,0,1030.0,73.0,0,1317.0,2.0,14990.0,38700,578.0,18094.0,80000.0,14984.0,5000.0,2,1391,0,14474,2040,,60000.0
1310463,3893,51,228,9177,2011.0,57,1563,2,11,0,1735.0,225.0,0,3498.0,5.0,14070.0,49716,4113.0,34202.0,84000.0,82398.0,82398.0,2,1391,0,16332,7198,,96800.0
1266640,5624,82,144,2349,2012.0,57,1967,9,10,0,1780.0,111.0,0,1998.0,1.0,11860.0,40773,1107.0,37064.0,135000.0,17490.0,17490.0,2,205,0,4550,328,,53900.0
1292352,5544,75,160,4670,2018.0,57,3296,8,119,0,1210.0,85.0,0,999.0,1.0,13150.0,26170,392.0,19061.0,87000.0,19930.0,9930.0,2,1391,0,11454,8444,,65800.0
1266620,295,4,593,13755,2008.0,57,664,6,39,0,1565.0,309.0,0,4163.0,5.0,41850.0,44998,6309.0,17075.0,83800.0,145626.0,145626.0,2,1391,0,13729,6920,,158800.0
1290629,584,8,50,12,2015.0,57,2424,2,194,0,1425.0,100.0,0,1499.0,2.0,17170.0,60689,684.0,23752.0,84000.0,28774.0,27284.0,2,1391,0,11192,5676,,39800.0
1308756,3738,51,157,15537,2018.0,57,3688,6,187,0,1590.0,145.0,4,1497.0,1.0,24400.0,38110,684.0,79514.0,70420.0,57195.0,74951.0,2,1391,0,1313,9163,,186800.0
1305032,7171,92,717,12,2010.0,57,1389,4,36,0,1567.0,125.0,0,1390.0,5.0,12170.0,18652,868.0,5764.0,179000.0,28811.0,28811.0,2,1391,0,14003,14173,,18800.0
1314794,649,8,51,13343,2010.0,57,1503,2,31,0,1390.0,115.0,0,1995.0,3.0,10860.0,34935,1570.0,21708.0,119000.0,41524.0,41524.0,2,1391,0,13732,15877,,67500.0
1322228,931,8,99,10956,2011.0,57,1527,6,39,0,1915.0,235.0,0,2979.0,4.0,17220.0,58306,3071.0,40926.0,117000.0,78480.0,78480.0,2,1391,0,15318,3536,,120888.0
1313698,3994,51,284,3801,2009.0,57,1027,2,39,0,1580.0,135.0,0,1796.0,3.0,14460.0,31335,1461.0,14260.0,130000.0,38272.0,38272.0,2,1391,0,3458,4860,,65800.0
1260884,5957,88,189,13688,2019.0,57,3856,8,178,0,1440.0,90.0,4,1797.0,1.0,15610.0,50100,974.0,48060.0,33000.0,29636.0,18491.0,2,1391,0,3387,1835,,115800.0
1249556,1631,28,369,3003,2015.0,57,2433,9,0,1,8420.0,111.0,0,7684.0,2.0,34450.0,46001,1107.0,7171.0,84000.0,57461.0,2874.0,2,420,0,16527,2040,,53800.0
1331411,2140,29,692,9531,2008.0,57,783,4,39,0,1370.0,103.0,0,1799.0,3.0,11610.0,33377,1467.0,13451.0,138000.0,19290.0,19290.0,2,1391,0,3348,10808,,46800.0
1306317,4017,51,288,12,2000.0,57,231,2,10,0,1480.0,111.0,0,2398.0,3.0,11640.0,33018,2520.0,15831.0,84000.0,50786.0,71101.0,2,1391,0,16527,2040,,55800.0
1326902,2881,44,436,9261,2008.0,57,937,2,39,0,1625.0,153.0,0,2500.0,3.0,11790.0,35411,2700.0,16522.0,132000.0,37374.0,37374.0,2,1391,0,12975,2040,,55000.0
1260758,7087,92,644,13737,2009.0,57,1108,6,36,0,1285.0,118.0,0,1390.0,5.0,11950.0,31976,930.0,17600.0,149000.0,23944.0,23944.0,2,1391,0,969,2477,,65800.0
1331476,6797,92,181,5413,2019.0,57,3564,6,189,0,1421.0,77.0,0,1197.0,1.0,17530.0,35010,508.0,38748.0,45585.0,24630.0,26482.0,2,1391,0,10788,2922,,107800.0
1286874,7110,92,644,3371,2016.0,57,2791,6,189,0,1245.0,90.0,0,1390.0,1.0,17000.0,50789,620.0,25841.0,68039.0,19019.0,19019.0,2,1391,0,684,11861,,57800.0
1265702,5285,65,209,17813,2008.0,57,866,8,10,0,2245.0,298.0,0,4806.0,6.0,20120.0,31335,7815.0,14311.0,84000.0,110197.0,110197.0,2,1391,0,16449,5516,,91888.0
1326961,3294,49,41,2919,2017.0,57,2883,3,119,0,1310.0,88.0,0,1496.0,2.0,11990.0,44002,682.0,19033.0,121235.0,14761.0,9761.0,2,1391,0,3605,16455,,40800.0
1322393,4810,58,456,19215,2020.0,57,3690,8,178,0,1330.0,95.0,4,1198.0,2.0,14770.0,32699,772.0,32387.0,68000.0,24846.0,16785.0,2,1391,0,10973,6168,,97800.0
1326060,3375,49,14,12,2021.0,57,4157,8,189,0,1794.0,143.0,0,2488.0,1.0,21040.0,95889,1786.0,101216.0,21900.0,30828.0,35160.0,2,1391,0,13516,3673,,181800.0
1305729,49,4,127,2975,2019.0,57,3596,1,185,0,1200.0,85.0,0,999.0,1.0,14810.0,32699,392.0,38062.0,65988.0,24106.0,25749.0,2,1391,0,7306,12173,,97800.0
1237670,3337,49,14,8362,2016.0,57,2614,2,180,0,1454.0,121.0,0,1998.0,2.0,16340.0,58201,1210.0,25875.0,68300.0,21318.0,21846.0,2,1391,0,7700,10209,,47000.0
1298134,46,3,741,18145,2019.0,179,4294,6,24,0,1730.0,375.0,0,3982.0,2.0,66060.0,108003,3922.0,28968.0,36000.0,71736.0,101125.0,2,1391,0,7358,6925,,562000.0
1296864,4425,51,665,17718,2011.0,57,1642,6,36,0,1500.0,150.0,0,1796.0,5.0,17060.0,49716,1266.0,34611.0,133888.0,60187.0,60187.0,2,1391,0,3494,2960,,118800.0
1317891,6141,88,238,15734,2015.0,57,2487,7,157,0,1140.0,80.0,0,1496.0,3.0,18530.0,45000,682.0,10674.0,98589.0,15756.0,5756.0,2,1391,0,16517,2040,,33800.0
1330886,2062,29,274,11869,2015.0,57,2423,4,119,0,1855.0,129.0,0,2356.0,2.0,16160.0,57501,1630.0,24804.0,84000.0,28188.0,31464.0,2,1391,0,5375,6105,,36800.0
1303931,6152,88,273,19313,2022.0,57,4090,9,241,1,1800.0,111.0,0,2755.0,2.0,12690.0,37751,1107.0,29094.0,30190.0,31609.0,1581.0,2,1189,0,5868,6854,,97800.0
1240334,5142,65,122,5155,2023.0,57,4413,6,224,0,1510.0,375.0,0,3996.0,1.0,95890.0,105501,3944.0,344020.0,880.0,178241.0,332131.0,2,1391,0,7137,14786,,1028800.0
1240214,6178,88,273,774,2013.0,57,1948,9,10,1,1780.0,111.0,0,2982.0,1.0,12970.0,41318,1107.0,36201.0,84000.0,24970.0,1249.0,2,199,0,16527,2040,,56800.0
1288885,5336,65,210,5203,2015.0,57,2454,6,224,1,1415.0,283.0,0,3800.0,5.0,207620.0,54920,3638.0,98664.0,35000.0,106173.0,163112.0,2,1391,0,6522,7291,,420000.0
1324669,745,8,68,4949,2017.0,57,2967,2,157,0,1540.0,135.0,0,1998.0,2.0,18770.0,57414,1210.0,48983.0,80500.0,42318.0,46246.0,2,1391,0,5185,2040,,85000.0
1318295,2406,34,534,11227,2016.0,57,2652,9,241,1,2380.0,111.0,0,2999.0,2.0,15460.0,44002,1107.0,9620.0,84000.0,27037.0,1352.0,2,533,0,16527,2040,,33800.0
1326286,18,2,128,3690,2020.0,57,3702,6,189,0,1086.0,185.0,0,1798.0,2.0,26960.0,38110,976.0,75142.0,17388.0,54000.0,69200.0,2,1391,0,14064,2086,,199000.0
1327229,4847,58,542,5513,2023.0,57,4692,10,6,0,1220.0,111.0,3,1597.0,1.0,8790.0,48916,1107.0,39133.0,8.0,15047.0,753.0,2,1469,0,8476,16097,,87800.0
1298601,2177,29,746,2761,2016.0,57,3023,8,185,0,1190.0,96.0,0,1496.0,1.0,15730.0,36890,682.0,21276.0,91660.0,21432.0,12005.0,2,1391,0,1099,9495,,63500.0
1317646,190,4,136,12,2010.0,57,1238,2,36,0,1615.0,155.0,0,1984.0,4.0,16380.0,37502,1672.0,19871.0,84000.0,46915.0,46915.0,2,1391,0,4860,3201,,86800.0
1239505,2666,39,691,4937,2019.0,57,3412,8,185,0,1185.0,88.0,0,998.0,2.0,13810.0,25920,392.0,18877.0,84000.0,17672.0,7672.0,2,1391,0,11330,9767,,73777.0
1287334,4094,51,289,12,2015.0,57,2435,2,235,0,1680.0,155.0,0,1991.0,5.0,23050.0,60001,1202.0,43207.0,135000.0,49637.0,61492.0,2,1391,0,14949,7132,,66800.0
1327181,1983,29,413,790,2016.0,57,2650,8,119,0,1190.0,96.0,0,1496.0,1.0,14050.0,50000,682.0,22682.0,117288.0,23650.0,20110.0,2,1391,0,1585,15139,,39888.0
1310765,4363,51,629,12624,2014.0,57,2117,2,185,0,1935.0,245.0,0,2996.0,2.0,15850.0,65700,2382.0,75082.0,147000.0,97739.0,147931.0,2,1391,0,9837,16838,,89800.0
